2011-07-09 09:00:00,  12.500, 100.000
2011-07-09 09:00:15,  12.510, 100.172
2011-07-09 09:00:30,  12.493, 100.247
2011-07-09 09:00:45,  12.600, 100.213
2011-07-09 09:01:00,  12.462, 100.445
2011-07-09 09:01:15,  12.660, 100.393
2011-07-09 09:01:30,  12.795, 100.405
2011-07-09 09:01:45,  12.821, 100.620
2011-07-09 09:02:00,  12.767, 100.674
2011-07-09 09:02:15,  12.689, 100.681
2011-07-09 09:02:30,  12.600, 100.668
2011-07-09 09:02:45,  12.706, 100.791
2011-07-09 09:03:00,  12.860, 100.867
2011-07-09 09:03:15,  12.813, 100.853
2011-07-09 09:03:30,  12.817, 100.882
2011-07-09 09:03:45,  12.680, 100.677
2011-07-09 09:04:00,  12.536, 100.809
2011-07-09 09:04:15,  12.618, 100.791
2011-07-09 09:04:30,  12.554, 100.532
2011-07-09 09:04:45,  12.510, 100.445
2011-07-09 09:05:00,  12.427, 100.514
2011-07-09 09:05:15,  12.436, 100.444
2011-07-09 09:05:30,  12.365, 100.400
2011-07-09 09:05:45,  12.380, 100.352
2011-07-09 09:06:00,  12.568, 100.246
2011-07-09 09:06:15,  12.534, 100.258
2011-07-09 09:06:30,  12.620, 100.274
2011-07-09 09:06:45,  12.595, 100.257
2011-07-09 09:07:00,  12.749, 100.379
2011-07-09 09:07:15,  12.658, 100.528
2011-07-09 09:07:30,  12.542, 100.430
2011-07-09 09:07:45,  12.550, 100.339
2011-07-09 09:08:00,  12.511, 100.111
2011-07-09 09:08:15,  12.470, 100.173
2011-07-09 09:08:30,  12.414, 100.168
2011-07-09 09:08:45,  12.346, 100.053
2011-07-09 09:09:00,  12.241,  99.859
2011-07-09 09:09:15,  12.118,  99.904
2011-07-09 09:09:30,  12.083,  99.855
2011-07-09 09:09:45,  11.899,  99.904
2011-07-09 09:10:00,  11.903,  99.736
2011-07-09 09:10:15,  11.634,  99.803
2011-07-09 09:10:30,  11.629,  99.592
2011-07-09 09:10:45,  11.591,  99.544
